1	0	255	0	0	80	32	32
2	0	255	0	32	80	32	32
3	0	255	0	64	80	32	32
4	0	255	0	96	80	32	32
5	0	255	0	128	80	32	32
6	0	255	0	160	80	32	32
7	0	0	0	192	80	32	32
8	0	0	0	224	80	32	32
9	0	0	0	256	80	32	32
10	0	0	0	288	80	32	32
11	0	0	0	320	80	32	32
12	0	0	0	352	80	32	32
13	0	0	0	384	80	32	32
14	0	0	0	416	80	32	32
15	0	0	0	448	80	32	32
16	0	0	0	480	80	32	32
17	0	255	0	0	112	32	32
18	0	0	0	32	112	32	32
19	0	255	0	64	112	32	32
20	0	255	0	96	112	32	32
21	0	0	0	128	112	32	32
22	0	0	0	160	112	32	32
23	0	0	0	192	112	32	32
24	0	0	0	224	112	32	32
25	0	0	0	256	112	32	32
26	0	0	0	288	112	32	32
27	0	0	0	320	112	32	32
28	0	0	0	352	112	32	32
29	0	0	0	384	112	32	32
30	0	0	0	416	112	32	32
31	0	0	0	448	112	32	32
32	0	0	0	480	112	32	32
33	0	255	0	0	144	32	32
34	0	255	0	32	144	32	32
35	0	255	0	64	144	32	32
36	0	255	0	96	144	32	32
37	0	255	0	128	144	32	32
38	0	255	0	160	144	32	32
39	0	0	0	192	144	32	32
40	0	0	0	224	144	32	32
41	0	0	0	256	144	32	32
42	0	0	0	288	144	32	32
43	0	0	0	320	144	32	32
44	0	0	0	352	144	32	32
45	0	0	0	384	144	32	32
46	0	0	0	416	144	32	32
47	0	0	0	448	144	32	32
48	0	0	0	480	144	32	32
49	0	255	0	0	176	32	32
50	0	255	0	32	176	32	32
51	0	255	0	64	176	32	32
52	0	255	0	96	176	32	32
53	0	0	0	128	176	32	32
54	0	0	0	160	176	32	32
55	0	0	0	192	176	32	32
56	0	0	0	224	176	32	32
57	0	0	0	256	176	32	32
58	0	0	0	288	176	32	32
59	0	0	0	320	176	32	32
60	0	0	0	352	176	32	32
61	0	0	0	384	176	32	32
62	0	0	0	416	176	32	32
63	0	0	0	448	176	32	32
64	0	0	0	480	176	32	32
65	0	0	0	0	208	32	32
66	0	0	0	32	208	32	32
67	0	0	0	64	208	32	32
68	0	0	0	96	208	32	32
69	0	0	0	128	208	32	32
70	0	0	0	160	208	32	32
71	0	0	0	192	208	32	32
72	0	0	0	224	208	32	32
73	0	0	0	256	208	32	32
74	0	0	0	288	208	32	32
75	0	0	0	320	208	32	32
76	0	0	0	352	208	32	32
77	0	0	0	384	208	32	32
78	0	0	0	416	208	32	32
79	0	0	0	448	208	32	32
80	0	0	0	480	208	32	32
81	0	0	0	0	240	32	32
82	0	0	0	32	240	32	32
83	0	0	0	64	240	32	32
84	0	0	0	96	240	32	32
85	0	0	0	128	240	32	32
86	0	0	0	160	240	32	32
87	0	0	0	192	240	32	32
88	0	0	0	224	240	32	32
89	0	0	0	256	240	32	32
90	0	0	0	288	240	32	32
91	0	0	0	320	240	32	32
92	0	0	0	352	240	32	32
93	0	0	0	384	240	32	32
94	0	0	0	416	240	32	32
95	0	0	0	448	240	32	32
96	0	0	0	480	240	32	32
97	0	255	0	0	272	32	32
98	0	255	0	32	272	32	32
99	0	255	0	64	272	32	32
100	0	255	0	96	272	32	32
101	0	0	0	128	272	32	32
102	0	255	0	160	272	32	32
103	0	255	0	192	272	32	32
104	0	255	0	224	272	32	32
105	0	255	0	256	272	32	32
106	0	255	0	288	272	32	32
107	0	255	0	320	272	32	32
108	0	255	0	352	272	32	32
109	0	255	0	384	272	32	32
110	0	0	0	416	272	32	32
111	0	0	0	448	272	32	32
112	0	0	0	480	272	32	32
113	0	0	0	0	304	32	32
114	0	0	0	32	304	32	32
115	0	0	0	64	304	32	32
116	0	0	0	96	304	32	32
117	0	0	0	128	304	32	32
118	0	0	0	160	304	32	32
119	0	0	0	192	304	32	32
120	0	0	0	224	304	32	32
121	0	0	0	256	304	32	32
122	0	0	0	288	304	32	32
123	0	0	0	320	304	32	32
124	0	0	0	352	304	32	32
125	0	0	0	384	304	32	32
126	0	0	0	416	304	32	32
127	0	0	0	448	304	32	32
128	0	0	0	480	304	32	32
129	0	0	0	0	336	32	32
130	0	0	0	32	336	32	32
131	0	0	0	64	336	32	32
132	0	0	0	96	336	32	32
133	0	0	0	128	336	32	32
134	0	0	0	160	336	32	32
135	0	0	0	192	336	32	32
136	0	0	0	224	336	32	32
137	0	0	0	256	336	32	32
138	0	0	0	288	336	32	32
139	0	0	0	320	336	32	32
140	0	0	0	352	336	32	32
141	0	0	0	384	336	32	32
142	0	0	0	416	336	32	32
143	0	0	0	448	336	32	32
144	0	0	0	480	336	32	32
145	0	0	0	0	368	32	32
146	0	0	0	32	368	32	32
147	0	0	0	64	368	32	32
148	0	0	0	96	368	32	32
149	0	0	0	128	368	32	32
150	0	0	0	160	368	32	32
151	0	0	0	192	368	32	32
152	0	0	0	224	368	32	32
153	0	0	0	256	368	32	32
154	0	0	0	288	368	32	32
155	0	0	0	320	368	32	32
156	0	0	0	352	368	32	32
157	0	0	0	384	368	32	32
158	0	0	0	416	368	32	32
159	0	0	0	448	368	32	32
160	0	0	0	480	368	32	32
161	0	0	0	0	400	32	32
162	0	0	0	32	400	32	32
163	0	0	0	64	400	32	32
164	0	0	0	96	400	32	32
165	0	0	0	128	400	32	32
166	0	0	0	160	400	32	32
167	0	0	0	192	400	32	32
168	0	0	0	224	400	32	32
169	0	0	0	256	400	32	32
170	0	0	0	288	400	32	32
171	0	0	0	320	400	32	32
172	0	0	0	352	400	32	32
173	0	255	0	384	400	32	32
174	0	255	0	416	400	32	32
175	0	255	0	448	400	32	32
176	0	256	0	480	400	32	32
177	0	0	0	0	432	32	32
178	0	0	0	32	432	32	32
179	0	32	0	64	432	32	32
180	0	0	0	96	432	32	32
181	0	0	0	128	432	32	32
182	0	0	0	160	432	32	32
183	0	0	0	192	432	32	32
184	0	0	0	224	432	32	32
185	0	0	0	256	432	32	32
186	0	0	0	288	432	32	32
187	0	0	0	320	432	32	32
188	0	0	0	352	432	32	32
189	0	0	0	384	432	32	32
190	0	0	0	416	432	32	32
191	0	0	0	448	432	32	32
192	0	0	0	480	432	32	32
193	0	0	0	0	464	32	32
194	0	0	0	32	464	32	32
195	0	0	0	64	464	32	32
196	0	0	0	96	464	32	32
197	0	0	0	128	464	32	32
198	0	0	0	160	464	32	32
199	0	0	0	192	464	32	32
200	0	0	0	224	464	32	32
201	0	0	0	256	464	32	32
202	0	0	0	288	464	32	32
203	0	0	0	320	464	32	32
204	0	0	0	352	464	32	32
205	0	0	0	384	464	32	32
206	0	0	0	416	464	32	32
207	0	0	0	448	464	32	32
208	0	0	0	480	464	32	32
