34	0	0	0	16	16	8	16
33	0	0	0	56	16	8	16
63	0	0	0	72	16	8	16
122	0	0	0	280	16	8	16
121	0	0	0	272	16	8	16
120	0	0	0	264	16	8	16
119	0	0	0	256	16	8	16
118	0	0	0	248	16	8	16
116	0	0	0	232	16	8	16
117	0	0	0	240	16	8	16
115	0	0	0	224	16	8	16
114	0	0	0	216	16	8	16
113	0	0	0	208	16	8	16
112	0	0	0	200	16	8	16
111	0	0	0	192	16	8	16
110	0	0	0	184	16	8	16
109	0	0	0	176	16	8	16
108	0	0	0	168	16	8	16
107	0	0	0	160	16	8	16
106	0	0	0	152	16	8	16
104	0	0	0	136	16	8	16
103	0	0	0	128	16	8	16
100	0	0	0	104	16	8	16
102	0	0	0	120	16	8	16
98	0	0	0	88	16	8	16
48	0	0	0	0	0	8	16
49	0	0	0	8	0	8	16
50	0	0	0	16	0	8	16
51	0	0	0	24	0	8	16
52	0	0	0	32	0	8	16
53	0	0	0	40	0	8	16
54	0	0	0	48	0	8	16
55	0	0	0	56	0	8	16
56	0	0	0	64	0	8	16
57	0	0	0	72	0	8	16
65	0	0	0	80	0	8	16
66	0	0	0	88	0	8	16
67	0	0	0	96	0	8	16
68	0	0	0	104	0	8	16
69	0	0	0	112	0	8	16
70	0	0	0	120	0	8	16
71	0	0	0	128	0	8	16
72	0	0	0	136	0	8	16
73	0	0	0	144	0	8	16
74	0	0	0	152	0	8	16
75	0	0	0	160	0	8	16
76	0	0	0	168	0	8	16
77	0	0	0	176	0	8	16
78	0	0	0	184	0	8	16
79	0	0	0	192	0	8	16
80	0	0	0	200	0	8	16
81	0	0	0	208	0	8	16
82	0	0	0	216	0	8	16
83	0	0	0	224	0	8	16
84	0	0	0	232	0	8	16
85	0	0	0	240	0	8	16
86	0	0	0	248	0	8	16
87	0	0	0	256	0	8	16
88	0	0	0	264	0	8	16
89	0	0	0	272	0	8	16
90	0	0	0	280	0	8	16
32	0	0	0	288	0	8	16
58	0	0	0	0	32	8	16
46	0	0	0	0	16	8	16
44	0	0	0	8	16	8	16
45	0	0	0	48	16	8	16
97	0	0	0	80	16	8	16
99	0	0	0	96	16	8	16
101	0	0	0	112	16	8	16
105	0	0	0	144	16	8	16
47	0	0	0	288	16	8	16
9787	0	0	0	8	32	8	16
9651	0	0	0	16	32	8	16
